EmpID,Age,Department,Education,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,Satisfied_in_job,MonthlyIncome,PerformanceRating
RM1216,35,Research & Development,4,Male,2,1,Research Scientist,4,Yes,4930,3
RM1233,35,Research & Development,4,Male,3,2,Manufacturing Director,3,Yes,6883,3
RM1282,35,Sales,3,Male,3,2,Sales Executive,4,Yes,5813,3
RM1289,35,Research & Development,2,Male,3,2,Manufacturing Director,4,Yes,5762,3
RM1303,35,Research & Development,4,Male,1,1,Laboratory Technician,3,Yes,2705,3
RM1346,35,Research & Development,2,Female,2,2,Manufacturing Director,2,No,4788,3
RM1381,35,Sales,4,Male,3,2,Sales Executive,1,No,5561,3
RM1393,35,Sales,4,Female,3,2,Sales Executive,4,Yes,5204,3
RM1423,35,Research & Development,4,Male,3,1,Laboratory Technician,3,Yes,2660,3
RM1425,35,Research & Development,4,Male,3,2,Research Scientist,3,Yes,5098,3
RM1451,35,Human Resources,4,Female,3,3,Human Resources,4,Yes,8837,3
RM1457,35,Research & Development,4,Male,3,2,Healthcare Representative,3,Yes,5689,3
RM1459,35,Research & Development,4,Female,1,1,Research Scientist,4,Yes,2977,3
RM010,36,Research & Development,3,Male,3,2,Healthcare Representative,3,Yes,5237,3
RM022,36,Sales,4,Male,2,1,Sales Representative,1,No,3407,4
RM039,36,Research & Development,4,Female,2,1,Research Scientist,1,No,3419,3
RM065,36,Research & Development,3,Female,3,3,Healthcare Representative,3,Yes,10096,3
RM067,36,Research & Development,3,Male,2,2,Manufacturing Director,2,No,6499,3
RM070,36,Research & Development,3,Male,2,1,Research Scientist,3,Yes,3388,3
RM075,36,Research & Development,3,Female,4,1,Laboratory Technician,4,Yes,3038,3
RM118,36,Sales,2,Female,3,3,Sales Executive,4,Yes,9738,3
RM119,36,Research & Development,2,Female,3,1,Laboratory Technician,4,Yes,2835,4
RM136,36,Research & Development,2,Male,3,2,Manufacturing Director,2,No,4941,4
RM173,36,Research & Development,2,Male,3,1,Laboratory Technician,2,No,2088,3
RM208,36,Research & Development,1,Female,3,1,Laboratory Technician,4,Yes,2153,3
RM221,36,Research & Development,2,Male,3,2,Laboratory Technician,2,No,5914,3
RM270,36,Research & Development,3,Male,3,1,Laboratory Technician,4,Yes,3210,3
RM292,36,Research & Development,3,Male,3,2,Research Scientist,2,No,4485,3
RM299,36,Research & Development,4,Male,4,1,Laboratory Technician,4,Yes,3688,3
RM306,36,Research & Development,4,Female,3,2,Laboratory Technician,2,No,5674,3
RM359,36,Sales,5,Female,3,2,Sales Executive,4,Yes,6653,3
RM360,36,Sales,4,Male,2,3,Sales Executive,4,Yes,9699,3
RM378,36,Research & Development,3,Female,3,1,Research Scientist,3,Yes,2543,3
RM385,36,Sales,2,Male,2,3,Sales Executive,3,Yes,7596,3
RM443,36,Sales,4,Male,3,3,Sales Executive,4,Yes,9980,3
RM512,36,Research & Development,2,Male,2,2,Manufacturing Director,2,No,8847,3
RM542,36,Research & Development,3,Female,4,3,Research Director,1,No,11713,3
RM570,36,Sales,4,Male,2,3,Sales Executive,1,No,7587,3
RM594,36,Research & Development,3,Female,3,2,Manufacturing Director,2,No,5228,3
RM600,36,Human Resources,3,Male,3,1,Human Resources,2,No,2143,3
RM622,36,Sales,2,Male,3,2,Sales Executive,4,Yes,6201,3
RM634,36,Human Resources,3,Male,2,1,Human Resources,1,No,2342,4
RM665,36,Research & Development,1,Male,3,2,Healthcare Representative,4,Yes,6586,3
RM681,36,Research & Development,4,Male,3,1,Research Scientist,4,Yes,4678,3
RM688,36,Research & Development,4,Male,3,1,Laboratory Technician,3,Yes,2519,4
RM694,36,Sales,1,Male,2,3,Sales Executive,4,Yes,10325,3
RM709,36,Sales,4,Male,3,2,Sales Executive,4,Yes,5079,3
RM753,36,Research & Development,4,Female,4,1,Laboratory Technician,1,No,2743,3
RM762,36,Research & Development,3,Male,3,2,Laboratory Technician,3,Yes,4834,3
RM774,36,Research & Development,5,Female,2,3,Manufacturing Director,4,Yes,8858,3
RM818,36,Research & Development,4,Male,3,2,Manufacturing Director,4,Yes,7779,4
RM874,36,Research & Development,4,Male,1,1,Laboratory Technician,3,Yes,2741,3
RM883,36,Research & Development,3,Female,1,3,Manufacturing Director,1,No,10252,4
RM901,36,Research & Development,3,Male,3,1,Research Scientist,2,No,3692,3
RM928,36,Research & Development,4,Female,3,2,Manufacturing Director,2,No,5410,3
RM943,36,Research & Development,4,Female,3,3,Healthcare Representative,3,Yes,7094,3
RM969,36,Sales,3,Female,4,2,Sales Executive,1,No,4639,3
RM1012,36,Sales,4,Female,3,2,Sales Executive,2,No,9278,3
RM1019,36,Research & Development,4,Male,2,2,Laboratory Technician,4,Yes,5810,3
RM1020,36,Sales,4,Female,2,2,Sales Executive,1,No,5647,3
RM1103,36,Sales,4,Male,3,1,Sales Representative,4,Yes,2644,4
RM1122,36,Sales,4,Female,3,2,Sales Executive,3,Yes,6815,3
RM1129,36,Research & Development,4,Male,4,2,Laboratory Technician,1,No,5562,3
RM1146,36,Research & Development,4,Female,3,2,Manufacturing Director,3,Yes,4663,3
RM1174,36,Research & Development,4,Female,3,3,Healthcare Representative,1,No,8008,3
RM1181,36,Research & Development,3,Male,3,1,Laboratory Technician,2,No,2013,3
RM1183,36,Research & Development,4,Female,2,2,Manufacturing Director,3,Yes,4374,3
RM1184,36,Research & Development,2,Male,4,2,Healthcare Representative,1,No,6842,4
RM1200,36,Research & Development,4,Male,3,2,Healthcare Representative,3,Yes,5347,3
RM1221,36,Sales,4,Female,3,2,Sales Representative,4,Yes,4502,3
RM1237,36,Sales,5,Male,2,2,Sales Executive,1,No,6134,3
RM1279,36,Research & Development,3,Male,3,3,Healthcare Representative,1,No,8321,3
RM1316,36,Research & Development,4,Female,3,2,Research Scientist,2,No,6962,4
RM1341,36,Sales,4,Female,2,2,Sales Executive,3,Yes,5673,3
RM1348,36,Human Resources,1,Male,2,2,Human Resources,4,Yes,3886,4
RM1356,36,Sales,2,Male,2,2,Sales Executive,2,No,5507,3
RM1384,36,Research & Development,4,Male,4,1,Laboratory Technician,2,No,2810,4
RM1440,36,Sales,3,Female,2,3,Sales Executive,4,Yes,7644,3
RM1441,36,Research & Development,2,Female,3,2,Manufacturing Director,2,No,5131,3
RM1448,36,Sales,4,Male,1,2,Sales Executive,4,Yes,5406,4
RM1454,36,Sales,4,Female,2,2,Sales Executive,4,Yes,6652,3
RM1466,36,Research & Development,2,Male,4,2,Laboratory Technician,4,Yes,2571,3
RM1466,36,Research & Development,2,Male,4,2,Laboratory Technician,4,Yes,2571,3
RM003,37,Research & Development,2,Male,2,1,Laboratory Technician,3,Yes,2090,3
RM048,37,Research & Development,2,Male,3,1,Research Scientist,2,No,3022,4
RM060,37,Research & Development,4,Male,2,2,Manufacturing Director,3,Yes,5993,3
RM079,37,Research & Development,4,Male,3,3,Research Director,3,Yes,13664,3
RM101,37,Human Resources,4,Male,3,1,Human Resources,1,No,2073,4
RM105,37,Research & Development,2,Male,2,2,Healthcare Representative,4,Yes,5163,3
RM116,37,Sales,3,Male,3,3,Sales Executive,4,Yes,7428,3
RM196,37,Research & Development,3,Male,4,1,Research Scientist,1,No,3564,3
RM223,37,Research & Development,3,Male,3,3,Research Director,4,Yes,12185,3
RM227,37,Sales,4,Male,3,1,Sales Representative,4,Yes,2793,3
RM249,37,Research & Development,2,Female,2,1,Research Scientist,1,No,3920,3
RM251,37,Research & Development,3,Male,3,3,Manufacturing Director,3,Yes,10048,3
RM274,37,Sales,4,Male,3,2,Sales Executive,4,Yes,6502,3
RM276,37,Research & Development,4,Female,3,3,Research Director,4,Yes,13603,3
RM286,37,Research & Development,3,Female,3,1,Research Scientist,4,Yes,2115,3
RM295,37,Research & Development,3,Male,3,1,Research Scientist,4,Yes,2326,3
RM341,37,Research & Development,2,Male,3,2,Manufacturing Director,4,Yes,6347,3
RM354,37,Research & Development,3,Male,4,2,Research Scientist,1,No,5974,3
RM365,37,Research & Development,3,Female,3,1,Laboratory Technician,1,No,3452,4
RM387,37,Research & Development,3,Female,3,1,Laboratory Technician,1,No,3034,3
RM390,37,Research & Development,4,Male,3,2,Manufacturing Director,2,No,4197,3
RM399,37,Research & Development,5,Female,3,2,Research Scientist,3,Yes,4449,3
RM465,37,Research & Development,3,Female,3,3,Manufacturing Director,4,Yes,7491,3
RM468,37,Sales,4,Male,3,3,Sales Executive,2,No,8834,3
RM473,37,Research & Development,4,Female,3,2,Manufacturing Director,2,No,6447,3
RM487,37,Sales,3,Male,3,2,Sales Executive,3,Yes,9602,3
RM507,37,Research & Development,3,Male,3,3,Manufacturing Director,3,Yes,9434,3
RM523,37,Research & Development,2,Male,4,1,Research Scientist,4,Yes,4680,3
RM578,37,Research & Development,1,Female,3,1,Research Scientist,1,No,2782,3
RM629,37,Sales,4,Male,2,2,Sales Executive,3,Yes,6334,3
RM649,37,Sales,2,Female,3,1,Sales Representative,4,Yes,2973,3
RM653,37,Sales,2,Male,3,3,Sales Executive,2,No,7642,3
RM696,37,Sales,4,Male,2,3,Sales Executive,3,Yes,10609,3
RM745,37,Research & Development,2,Female,1,2,Healthcare Representative,2,No,4777,3
RM768,37,Research & Development,3,Female,3,2,Healthcare Representative,2,No,4107,3
RM796,37,Sales,4,Female,2,2,Sales Executive,4,Yes,6694,3
RM833,37,Research & Development,2,Female,2,2,Healthcare Representative,4,Yes,5731,3
RM856,37,Research & Development,3,Female,2,2,Manufacturing Director,4,Yes,6474,3
RM990,37,Research & Development,1,Male,3,1,Research Scientist,3,Yes,2996,3
RM1002,37,Research & Development,3,Female,3,1,Laboratory Technician,3,Yes,3629,3
RM1023,37,Research & Development,2,Male,4,1,Laboratory Technician,3,Yes,3500,3
RM1090,37,Research & Development,3,Male,3,2,Research Scientist,4,Yes,4285,3
RM1159,37,Research & Development,3,Male,3,2,Manufacturing Director,3,Yes,5768,3
RM1164,37,Research & Development,3,Female,3,1,Research Scientist,2,No,3936,3
RM1212,37,Sales,4,Male,1,2,Sales Executive,4,Yes,9525,3
RM1277,37,Sales,2,Male,2,2,Sales Executive,2,No,4189,3
RM1281,37,Human Resources,2,Male,3,2,Human Resources,2,No,4071,3
RM1292,37,Research & Development,4,Male,3,2,Manufacturing Director,1,No,4213,3
RM1345,37,Research & Development,4,Male,3,2,Research Scientist,1,No,4284,4
RM1433,37,Research & Development,3,Female,4,3,Research Director,4,Yes,13744,4
RM009,38,Research & Development,3,Male,2,3,Manufacturing Director,3,Yes,9526,4
RM020,38,Research & Development,3,Male,3,1,Research Scientist,4,Yes,3944,3
RM062,38,Research & Development,5,Female,3,2,Laboratory Technician,4,Yes,2406,3
RM084,38,Research & Development,3,Female,1,2,Research Scientist,4,Yes,5329,3
RM143,38,Research & Development,5,Female,3,2,Research Scientist,3,Yes,4317,4
RM169,38,Sales,4,Female,2,2,Sales Executive,4,Yes,8686,4
RM180,38,Research & Development,2,Female,3,1,Laboratory Technician,4,Yes,2288,3
RM199,38,Research & Development,4,Male,3,2,Manufacturing Director,3,Yes,6553,3
RM200,38,Research & Development,3,Male,3,2,Manufacturing Director,4,Yes,6261,3
RM205,38,Research & Development,1,Male,3,2,Healthcare Representative,1,No,6673,3
RM224,38,Sales,3,Male,3,3,Sales Executive,3,Yes,10609,3
RM262,38,Sales,2,Male,2,2,Sales Executive,4,Yes,5249,3
RM278,38,Sales,2,Female,4,2,Sales Executive,1,No,5605,4
RM288,38,Research & Development,4,Male,3,2,Healthcare Representative,4,Yes,5745,3
RM308,38,Research & Development,2,Female,2,3,Research Director,2,No,12061,3
RM342,38,Research & Development,2,Male,2,3,Research Director,4,Yes,11510,3
RM417,38,Research & Development,2,Male,3,1,Laboratory Technician,4,Yes,1702,4
RM472,38,Research & Development,3,Female,3,2,Healthcare Representative,3,Yes,9824,3
RM491,38,Research & Development,1,Female,3,1,Research Scientist,1,No,2619,3
RM519,38,Sales,4,Female,2,2,Sales Executive,4,Yes,4028,4
RM530,38,Research & Development,4,Female,4,2,Healthcare Representative,4,Yes,7625,3
RM543,38,Research & Development,3,Female,3,3,Manufacturing Director,3,Yes,7861,3
RM560,38,Research & Development,5,Male,3,1,Research Scientist,3,Yes,3057,3
RM579,38,Research & Development,4,Female,4,2,Manufacturing Director,1,No,5980,3
RM606,38,Research & Development,3,Male,2,2,Healthcare Representative,1,No,6288,3
RM643,38,Sales,3,Male,2,1,Sales Representative,2,No,2899,3
RM682,38,Research & Development,3,Female,3,3,Research Director,1,No,13582,3
RM704,38,Sales,3,Female,3,2,Sales Executive,4,Yes,5666,3
RM723,38,Research & Development,1,Male,3,1,Research Scientist,3,Yes,2684,3
RM748,38,Sales,4,Male,3,2,Sales Executive,4,Yes,6861,3
RM766,38,Research & Development,4,Male,3,1,Research Scientist,3,Yes,2821,3
RM785,38,Research & Development,1,Female,2,3,Healthcare Representative,3,Yes,8823,3
RM808,38,Sales,4,Male,2,3,Sales Executive,3,Yes,8740,3
RM812,38,Sales,2,Male,3,3,Sales Executive,2,No,7351,3
RM827,38,Human Resources,3,Male,4,1,Human Resources,3,Yes,2844,3
RM964,38,Sales,2,Female,3,2,Sales Executive,1,No,6893,3
RM983,38,Research & Development,3,Male,4,1,Research Scientist,3,Yes,2610,3
RM1108,38,Human Resources,4,Male,3,2,Human Resources,3,Yes,6077,3
RM1113,38,Research & Development,3,Male,3,2,Manufacturing Director,2,No,4855,3
RM1120,38,Sales,3,Male,3,2,Sales Executive,2,No,9924,3
RM1121,38,Sales,3,Female,3,2,Sales Executive,2,No,4198,3
RM1162,38,Research & Development,2,Female,2,3,Manufacturing Director,3,Yes,7756,3
RM1188,38,Research & Development,3,Male,3,2,Research Scientist,4,Yes,4735,3
RM1194,38,Research & Development,3,Female,2,1,Laboratory Technician,2,No,2440,4
RM1203,38,Research & Development,2,Female,3,1,Laboratory Technician,3,Yes,3306,3
RM1257,38,Research & Development,2,Female,2,1,Laboratory Technician,2,No,2468,3
RM1262,38,Research & Development,3,Male,1,2,Healthcare Representative,4,Yes,5811,3
RM1273,38,Research & Development,2,Female,2,1,Laboratory Technician,3,Yes,3702,3
RM1290,38,Human Resources,3,Male,3,1,Human Resources,2,No,2592,3
RM1309,38,Sales,4,Female,1,2,Sales Representative,4,Yes,5405,4
RM1374,38,Research & Development,3,Female,2,2,Research Scientist,2,No,2133,3
RM1377,38,Research & Development,2,Male,3,1,Research Scientist,4,Yes,4771,3
RM1392,38,Sales,3,Male,2,1,Sales Representative,1,No,2858,3
RM1401,38,Human Resources,4,Male,3,1,Human Resources,2,No,2991,3
RM1417,38,Sales,4,Male,3,2,Sales Executive,2,No,4440,3
RM1419,38,Research & Development,4,Male,2,2,Manufacturing Director,3,Yes,5321,3
RM1431,38,Research & Development,3,Female,1,3,Research Director,3,Yes,13206,3
RM1452,38,Sales,2,Female,3,2,Sales Executive,4,Yes,5343,3
RM034,39,Sales,3,Male,3,2,Sales Representative,4,Yes,2086,3
RM138,39,Sales,4,Female,2,2,Sales Executive,3,Yes,5902,3
RM241,39,Research & Development,4,Female,3,1,Laboratory Technician,3,Yes,2232,3
RM252,39,Research & Development,4,Female,3,3,Healthcare Representative,3,Yes,10938,4
RM305,39,Research & Development,3,Male,4,3,Healthcare Representative,4,Yes,9613,3
RM315,39,Research & Development,1,Male,3,4,Manager,1,No,17068,3
RM327,39,Research & Development,2,Male,2,5,Manager,4,Yes,19272,3
RM328,39,Sales,2,Female,3,2,Sales Executive,3,Yes,5238,3
RM401,39,Research & Development,1,Male,3,5,Manager,3,Yes,19197,3
RM450,39,Research & Development,1,Female,3,1,Laboratory Technician,3,Yes,3755,3
RM527,39,Research & Development,4,Female,2,2,Healthcare Representative,3,Yes,4553,3
RM552,39,Human Resources,3,Female,4,2,Human Resources,2,No,6389,3
RM655,39,Human Resources,3,Female,2,2,Human Resources,4,Yes,5204,3
RM670,39,Research & Development,3,Male,3,1,Laboratory Technician,1,No,2404,4
RM706,39,Sales,5,Male,4,3,Sales Executive,3,Yes,7880,3
RM739,39,Research & Development,1,Female,2,4,Manufacturing Director,4,Yes,12742,3
RM754,39,Research & Development,3,Female,3,3,Manufacturing Director,1,No,10880,3
RM814,39,Research & Development,3,Male,3,4,Healthcare Representative,4,Yes,12169,3
RM817,39,Research & Development,3,Male,3,2,Laboratory Technician,2,No,6782,3
RM938,39,Research & Development,4,Female,2,4,Manager,2,No,17123,3
RM941,39,Research & Development,3,Male,3,1,Research Scientist,1,No,3904,3
RM950,39,Research & Development,2,Male,3,2,Manufacturing Director,3,Yes,4534,3
RM987,39,Sales,4,Male,2,2,Sales Executive,4,Yes,6120,3
RM993,39,Research & Development,2,Male,3,3,Healthcare Representative,3,Yes,10920,4
RM1033,39,Research & Development,3,Female,2,1,Laboratory Technician,1,No,3646,4
RM1080,39,Research & Development,3,Female,3,3,Manufacturing Director,2,No,8376,3
RM1125,39,Sales,3,Male,4,3,Sales Executive,3,Yes,8237,3
RM1149,39,Research & Development,5,Male,3,2,Manufacturing Director,1,No,5377,3
RM1156,39,Research & Development,2,Male,2,2,Laboratory Technician,3,Yes,3069,3
RM1160,39,Research & Development,3,Female,3,2,Manufacturing Director,3,Yes,5042,3
RM1176,39,Research & Development,3,Male,3,2,Manufacturing Director,2,No,5295,4
RM1241,39,Research & Development,3,Male,3,2,Laboratory Technician,4,Yes,6472,3
RM1285,39,Research & Development,1,Male,3,3,Research Director,3,Yes,13464,4
RM1293,39,Sales,3,Male,3,2,Sales Executive,4,Yes,4127,3
RM1336,39,Research & Development,4,Male,3,2,Research Scientist,4,Yes,3902,3
RM1367,39,Sales,4,Female,1,2,Sales Executive,3,Yes,5736,3
RM1373,39,Research & Development,2,Male,3,2,Manufacturing Director,1,No,5151,4
RM1404,39,Sales,4,Male,3,4,Sales Executive,1,No,13341,3
RM1430,39,Research & Development,1,Male,3,2,Research Scientist,4,Yes,4108,3
RM1438,39,Research & Development,3,Male,3,5,Manager,4,Yes,19431,3
RM1463,39,Sales,1,Female,2,4,Sales Executive,4,Yes,12031,3
RM1467,39,Research & Development,1,Male,2,3,Healthcare Representative,1,No,9991,3
RM1463,39,Sales,1,Female,2,4,Sales Executive,4,Yes,12031,3
RM1467,39,Research & Development,1,Male,2,3,Healthcare Representative,1,No,9991,3
RM091,40,Research & Development,4,Male,2,4,Healthcare Representative,2,No,13503,4
RM151,40,Research & Development,3,Female,3,2,Research Scientist,2,No,5605,3
RM159,40,Sales,4,Male,2,3,Sales Executive,4,Yes,10855,3
RM187,40,Research & Development,1,Female,3,5,Manager,3,Yes,19033,3
RM204,40,Research & Development,2,Male,3,2,Laboratory Technician,4,Yes,2741,3
RM209,40,Research & Development,5,Male,2,2,Healthcare Representative,4,Yes,4876,3
RM244,40,Research & Development,2,Male,3,2,Research Scientist,4,Yes,3319,3
RM258,40,Research & Development,2,Male,3,5,Research Director,3,Yes,19436,3
RM336,40,Sales,2,Male,1,2,Sales Executive,4,Yes,7457,4
RM362,40,Research & Development,4,Female,4,1,Laboratory Technician,3,Yes,2213,3
RM369,40,Sales,2,Male,2,2,Sales Executive,3,Yes,6380,3
RM388,40,Sales,2,Female,3,2,Sales Executive,2,No,5715,3
RM392,40,Research & Development,3,Female,2,2,Laboratory Technician,3,Yes,3448,4
RM418,40,Sales,4,Female,3,5,Manager,3,Yes,18041,3
RM449,40,Research & Development,3,Female,3,4,Manufacturing Director,3,Yes,13237,3
RM459,40,Sales,3,Male,1,3,Sales Executive,1,No,10932,3
RM534,40,Sales,4,Male,2,3,Sales Executive,1,No,10475,4
RM554,40,Research & Development,1,Female,2,1,Research Scientist,4,Yes,2342,4
RM583,40,Research & Development,2,Female,4,2,Healthcare Representative,2,No,4244,4
RM602,40,Research & Development,4,Male,2,2,Laboratory Technician,3,Yes,5094,3
RM685,40,Sales,4,Male,2,3,Sales Executive,2,No,9705,3
RM692,40,Research & Development,4,Male,3,1,Research Scientist,2,No,3617,3
RM707,40,Sales,3,Female,4,4,Sales Executive,2,No,13194,3
RM769,40,Sales,3,Male,3,2,Sales Executive,1,No,8396,3
RM786,40,Research & Development,4,Male,3,3,Healthcare Representative,4,Yes,10322,4
RM815,40,Research & Development,3,Male,2,5,Research Director,3,Yes,19626,3
RM838,40,Research & Development,4,Female,3,3,Research Director,3,Yes,13499,3
RM846,40,Research & Development,2,Female,2,2,Research Scientist,4,Yes,4422,3
RM867,40,Sales,4,Male,3,2,Sales Executive,2,No,4327,3
RM885,40,Sales,3,Female,2,2,Sales Executive,2,No,6852,3
RM947,40,Sales,4,Male,2,3,Sales Executive,2,No,9094,3
RM958,40,Research & Development,2,Male,3,1,Research Scientist,3,Yes,3544,3
RM960,40,Research & Development,3,Male,3,2,Research Scientist,4,Yes,4661,3
RM968,40,Research & Development,4,Male,3,1,Laboratory Technician,2,No,2387,4
RM979,40,Research & Development,1,Female,4,2,Healthcare Representative,3,Yes,6377,4
RM1030,40,Research & Development,4,Male,3,2,Laboratory Technician,3,Yes,3975,3
RM1041,40,Research & Development,1,Male,2,3,Research Director,2,No,13757,3
RM1046,40,Research & Development,3,Male,3,1,Research Scientist,3,Yes,2345,3
RM1084,40,Research & Development,4,Male,3,1,Laboratory Technician,1,No,2018,3
RM1095,40,Sales,2,Male,3,2,Sales Executive,1,No,5473,3
RM1097,40,Human Resources,2,Male,3,4,Manager,4,Yes,16437,4
RM1099,40,Research & Development,2,Male,3,2,Healthcare Representative,4,Yes,4069,3
RM1133,40,Sales,2,Female,3,2,Sales Executive,1,No,4639,3
RM1157,40,Research & Development,3,Female,2,3,Manufacturing Director,3,Yes,10435,3
RM1165,40,Research & Development,3,Female,3,3,Manufacturing Director,4,Yes,7945,3
RM1172,40,Research & Development,3,Male,3,1,Laboratory Technician,1,No,2166,3
RM1230,40,Research & Development,2,Female,3,2,Manufacturing Director,1,No,6516,3
RM1243,40,Sales,4,Male,3,5,Manager,2,No,19833,3
RM1287,40,Research & Development,2,Female,3,1,Laboratory Technician,1,No,3377,3
RM1300,40,Research & Development,3,Female,3,2,Healthcare Representative,4,Yes,6513,3
RM1305,40,Research & Development,3,Female,3,2,Healthcare Representative,1,No,4448,3
RM1349,40,Research & Development,4,Male,3,4,Manager,1,No,16823,3
RM1410,40,Research & Development,3,Female,3,2,Laboratory Technician,3,Yes,6323,3
RM1411,40,Sales,2,Female,3,2,Sales Executive,2,No,5677,3
RM1428,40,Research & Development,4,Male,3,1,Laboratory Technician,4,Yes,2406,3
RM1456,40,Research & Development,4,Male,2,1,Research Scientist,3,Yes,2809,3
RM1458,40,Research & Development,4,Female,3,1,Research Scientist,3,Yes,2001,3
RM001,41,Sales,2,Female,3,2,Sales Executive,4,Yes,5993,3
RM046,41,Research & Development,3,Female,3,5,Research Director,3,Yes,19545,3
RM134,41,Sales,1,Male,3,3,Sales Executive,3,Yes,8189,3
RM148,41,Research & Development,3,Male,2,4,Manager,1,No,17181,3
RM149,41,Research & Development,4,Male,3,1,Laboratory Technician,1,No,2238,4
RM167,41,Research & Development,3,Male,3,1,Research Scientist,3,Yes,2451,3
RM183,41,Sales,2,Female,3,1,Sales Representative,2,No,3140,4
RM216,41,Sales,3,Female,3,3,Manager,4,Yes,13591,3
RM243,41,Research & Development,2,Male,3,2,Research Scientist,1,No,3072,3
RM301,41,Sales,4,Male,3,4,Manager,2,No,16015,3
RM347,41,Research & Development,3,Male,2,2,Manufacturing Director,2,No,6032,3
RM367,41,Sales,3,Male,3,2,Sales Executive,2,No,9355,3
RM404,41,Sales,3,Male,4,3,Sales Executive,1,No,8392,3
RM447,41,Sales,2,Male,3,2,Sales Executive,4,Yes,6230,3
RM460,41,Research & Development,4,Female,2,2,Healthcare Representative,3,Yes,6811,3
RM467,41,Sales,5,Female,3,4,Manager,1,No,16595,3
RM536,41,Human Resources,4,Male,2,5,Manager,4,Yes,19141,3
RM539,41,Human Resources,3,Male,2,5,Manager,3,Yes,19189,3
RM668,41,Research & Development,4,Female,1,1,Laboratory Technician,4,Yes,2778,3
RM687,41,Research & Development,3,Male,3,1,Laboratory Technician,1,No,4721,3
RM717,41,Research & Development,3,Male,3,5,Research Director,3,Yes,19419,3
RM738,41,Research & Development,2,Female,3,2,Manufacturing Director,3,Yes,5003,3
RM747,41,Research & Development,1,Female,1,5,Research Director,3,Yes,19973,4
RM784,41,Research & Development,2,Female,4,1,Research Scientist,3,Yes,3376,3
RM831,41,Research & Development,4,Male,3,1,Laboratory Technician,4,Yes,4766,3
RM865,41,Research & Development,2,Male,2,1,Research Scientist,1,No,2107,3
RM952,41,Sales,2,Male,1,2,Sales Executive,2,No,6151,3
RM961,41,Sales,3,Female,3,2,Sales Executive,1,No,4103,3
RM989,41,Research & Development,3,Female,3,2,Research Scientist,4,Yes,5467,3
RM1029,41,Research & Development,5,Male,4,1,Research Scientist,3,Yes,2127,3
RM1197,41,Sales,2,Male,3,3,Sales Executive,3,Yes,7082,3
RM1219,41,Sales,3,Male,3,3,Sales Executive,3,Yes,9241,3
RM1229,41,Human Resources,3,Male,1,2,Human Resources,2,No,6430,3
RM1267,41,Research & Development,4,Male,3,1,Laboratory Technician,1,No,2289,4
RM1295,41,Research & Development,3,Male,4,2,Healthcare Representative,2,No,6870,3
RM1296,41,Sales,1,Female,3,3,Sales Executive,3,Yes,10447,3
RM1357,41,Sales,3,Female,3,2,Sales Executive,2,No,4393,4
RM1421,41,Research & Development,3,Male,3,1,Research Scientist,4,Yes,2782,4
RM1446,41,Research & Development,4,Female,2,4,Manufacturing Director,2,No,13570,4
RM1449,41,Sales,3,Male,2,2,Sales Executive,2,No,8938,3
RM028,42,Sales,4,Male,3,2,Sales Executive,2,No,6825,3
RM198,42,Research & Development,2,Female,3,2,Manufacturing Director,3,Yes,5265,3
RM232,42,Research & Development,2,Male,3,5,Manager,4,Yes,19232,3
RM254,42,Research & Development,2,Female,4,2,Research Scientist,1,No,6545,3
RM257,42,Research & Development,3,Female,2,1,Laboratory Technician,1,No,2593,3
RM282,42,Sales,1,Male,3,2,Sales Executive,3,Yes,4907,4
RM296,42,Sales,3,Female,3,4,Sales Executive,2,No,13525,3
RM349,42,Research & Development,5,Female,3,4,Research Director,4,Yes,15992,3
RM351,42,Human Resources,1,Male,3,1,Human Resources,3,Yes,2696,3
RM357,42,Research & Development,4,Male,2,2,Healthcare Representative,4,Yes,6781,4
RM389,42,Research & Development,4,Female,3,1,Laboratory Technician,1,No,2576,3
RM410,42,Research & Development,2,Female,3,2,Research Scientist,3,Yes,4556,3
RM414,42,Research & Development,4,Female,2,2,Healthcare Representative,4,Yes,4523,3
RM442,42,Research & Development,2,Male,3,1,Laboratory Technician,3,Yes,2093,3
RM452,42,Research & Development,3,Male,3,3,Manufacturing Director,1,No,7406,4
RM489,42,Research & Development,4,Female,3,2,Healthcare Representative,4,Yes,4089,3
RM548,42,Research & Development,3,Male,4,1,Research Scientist,3,Yes,2759,3
RM585,42,Research & Development,3,Male,3,5,Manager,4,Yes,18430,3
RM598,42,Research & Development,2,Female,2,2,Manufacturing Director,4,Yes,6062,3
RM605,42,Research & Development,3,Male,3,2,Manufacturing Director,2,No,4434,3
RM633,42,Research & Development,1,Male,3,1,Research Scientist,4,Yes,2515,3
RM644,42,Research & Development,3,Female,4,2,Laboratory Technician,4,Yes,5231,3
RM673,42,Sales,2,Female,2,2,Sales Executive,3,Yes,6244,3
RM742,42,Sales,2,Male,3,5,Manager,3,Yes,18303,3
RM800,42,Research & Development,2,Male,3,4,Manager,1,No,17665,3
RM825,42,Research & Development,3,Male,1,2,Laboratory Technician,4,Yes,4272,3
RM839,42,Sales,3,Male,3,4,Sales Executive,1,No,13758,3
RM840,42,Sales,4,Male,3,2,Sales Executive,1,No,5155,3
RM879,42,Human Resources,5,Male,4,2,Human Resources,1,No,6272,3
